"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WSFG"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-16",,"1.12","0.0","63","40","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-17",,"0.15","0.0","46","38","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-18",,"0.00","0.0","59","39","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-19",,"0.07","0.0","54","44","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-20",,"0.78","0.4","46","34","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-21",,"0.16","0.4","47","34","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-22",,"0.00","0.0","65","31","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-23",,"0.00","0.0","75","39","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-24",,"0.00","0.0","82","50","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-25",,"0.00","0.0","67","45","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-26",,"0.00","0.0","57","38","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-27",,"0.00","0.0","67","41","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-28",,"0.00","0.0","60","42","39.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-29",,"0.00","0.0","55","40","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-30",,"0.00","0.0","69","47","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-03-31",,"0.00","0.0","70","50","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-01",,"0.00","0.0","69","43","44.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-02",,"0.00","0.0","65","33","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-03",,"0.00","0.0","71","40","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-04",,"0.00","0.0","68","42","39.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-05",,"0.00","0.0","69","37","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-06",,"0.00","0.0","84","39","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-07",,"0.00","0.0","82","47","36.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-08",,"0.00","0.0","81","55","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-09",,"0.18","0.0","72","60","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-10",,"0.01","0.0","74","57","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-11",,"0.00","0.0","79","52","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-12",,"0.00","0.0","81","54","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-13",,"0.00","0.0","72","51","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-14",,"0.00","0.0","76","51","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-15",,"0.60","0.0","73","60","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-16",,"0.06","0.0","75","68","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-17",,"0.00","0.0","74","65","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-18",,"0.31","0.0","80","61","42.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-19",,"0.04","0.0","75","56","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-20",,"0.00","0.0","84","56",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-21",,"0.00","0.0","84","53","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-22",,"0.00","0.0","84","68","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-23",,"0.04","0.0","80","71","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-24",,"0.00","0.0","72","63","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-25",,"2.56","0.0","70","59","63.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-26",,"0.00","0.0","81","60","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-27",,"0.00","0.0","80","72","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-28",,"0.00","0.0","83","74","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-29",,"0.00","0.0","79","73","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-04-30",,"0.88","0.0","76","58","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-01",,"0.00","0.0","66","50","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-02",,"0.00","0.0","70","47","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-03",,"0.00","0.0","75","47","11.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-04",,"0.00","0.0","81","50","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-05",,"0.00","0.0","83","53","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-06",,"0.00","0.0","82","56","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-07",,"0.00","0.0","83","57","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-08",,"0.00","0.0","83","64","36.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-09",,"0.00","0.0","84","67","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-10",,"0.00","0.0","86","70","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-11",,"0.00","0.0","86","71","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-12",,"0.00","0.0","86","73","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-13",,"0.00","0.0","86","69","35.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-14",,"0.00","0.0","86","68","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-15",,"0.00","0.0","71","54","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-16",,"0.00","0.0","79","47","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-17",,"0.00","0.0","85","51","12.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-18",,"0.00","0.0","85","53","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-19",,"0.00","0.0","89","59","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-20",,"0.00","0.0","89","65","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-21",,"0.00","0.0","88","64","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-22",,"0.00","0.0","85","64","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-23",,"0.90","0.0","84","62","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-24",,"0.00","0.0","84","65","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-25",,"0.00","0.0","87","64","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-26",,"0.38","0.0","87","65","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-27",,"0.87","0.0","82","63","41.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-28",,"0.38","0.0","81","64","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-29",,"0.01","0.0","85","70","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-30",,"1.08","0.0","86","66","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-05-31",,"0.00","0.0","78","65","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-01",,"0.22","0.0","78","61","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-02",,"0.00","0.0","79","55","47.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-03",,"0.01","0.0","75","52","35.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-04",,"0.00","0.0","75","55","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-05",,"0.00","0.0","78","54","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-06",,"0.00","0.0","85","55","13.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-07",,"0.00","0.0","88","59","11.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-08",,"0.00","0.0","89","68","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-09",,"0.00","0.0","88","69","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-10",,"0.00","0.0","86","69","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-11",,"0.00","0.0","89","74","43.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-12",,"0.00","0.0","91","76","32.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-13",,"0.00","0.0","93","78","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-14",,"0.00","0.0","92","77","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-15",,"0.00","0.0","93","71","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-16",,"0.00","0.0","95","71","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-17",,"0.00","0.0","95","72","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-18",,"0.00","0.0","93","72","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-19",,"0.00","0.0","93","72","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-20",,"0.00","0.0","93","72","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-21",,"0.00","0.0","88","73","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-22",,"0.38","0.0","90","69","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-23",,"0.00","0.0","87","72","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-24",,"0.00","0.0","92","73","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-25",,"0.00","0.0","96","71","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-26",,"0.00","0.0","95","75","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-27",,"0.00","0.0","95","74","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-28",,"0.00","0.0","98","74","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-29",,"0.00","0.0","96","76","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-06-30",,"0.00","0.0","95","74","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-01",,"0.00","0.0","97","74","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-02",,"0.00","0.0","97","76","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-03",,"0.00","0.0","100","73","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-04",,"0.00","0.0","96","74","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-05",,"0.00","0.0","91","66","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-06",,"0.00","0.0","94","69","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-07",,"0.00","0.0","103","76","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-08",,"0.00","0.0","100","78","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-09",,"0.00","0.0","91","80","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-10",,"0.10","0.0","100","78","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-11",,"0.00","0.0","96","80","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-12",,"0.54","0.0","86","74","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-13",,"0.00","0.0","92","72","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-14",,"0.00","0.0","94","75","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-15",,"0.00","0.0","94","75","34.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-16",,"0.00","0.0","95","73","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-17",,"0.00","0.0","98","73","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-18",,"0.00","0.0","100","72","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-19",,"0.00","0.0","102","74","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-20",,"0.00","0.0","93","69","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-21",,"0.00","0.0","82","67","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-22",,"0.00","0.0","86","63","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-23",,"0.00","0.0","88","59","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-24",,"0.30","0.0","89","69","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-25",,"0.00","0.0","94","69","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-26",,"0.00","0.0","94","70","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-27",,"0.00","0.0","96","73","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-28",,"0.00","0.0","98","76","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-29",,"0.00","0.0","99","76","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-30",,"0.00","0.0","100","78","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-07-31",,"0.00","0.0","100","78","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-01",,"0.00","0.0","98","77","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-02",,"0.00","0.0","101","76","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-03",,"0.00","0.0","100","79","36.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-04",,"0.00","0.0","98","77","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-05",,"0.00","0.0","100","78","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-06",,"0.00","0.0","101","76","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-07",,"0.00","0.0","104","77","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-08",,"0.00","0.0","104","80","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-09",,"0.00","0.0","103","82","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-10",,"0.00","0.0","95","78","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-11",,"0.00","0.0","98","77","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-12",,"0.00","0.0","97","71","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-13",,"0.00","0.0","98","69","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-14",,"0.00","0.0","101","77","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-15",,"0.00","0.0","98","77","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-16",,"0.00","0.0","99","75","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-17",,"0.00","0.0","103","76","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-18",,"0.00","0.0","102","80","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-19",,"0.58","0.0","96","76","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-20",,"0.00","0.0","99","80","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-21",,"0.00","0.0","97","77","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-22",,"0.02","0.0","92","76","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-23",,"1.21","0.0","92","75","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-24",,"0.00","0.0","90","72","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-25",,"0.00","0.0","91","67","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-26",,"0.00","0.0","92","65","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-27",,"0.00","0.0","91","64","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-28",,"0.00","0.0","92","65","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-29",,"1.74","0.0","90","71","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-30",,"0.00","0.0","89","71","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-08-31",,"3.30","0.0","92","73","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-01",,"0.75","0.0","82","72","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-02",,"0.79","0.0","89","72","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-03",,"0.00","0.0","94","77","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-04",,"0.00","0.0","95","77","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-05",,"0.00","0.0","94","75","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-06",,"0.00","0.0","94","77","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-07",,"0.00","0.0","94","78","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-08",,"0.00","0.0","95","75","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-09",,"0.00","0.0","94","72","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-10",,"0.00","0.0","87","71","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-11",,"0.00","0.0","89","67","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-12",,"0.06","0.0","92","74","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-13",,"0.35","0.0","83","74","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-14",,"0.00","0.0","90","75","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-15",,"0.00","0.0","89","73","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-16",,"2.22","0.0","83","75","41.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-17",,"0.12","0.0","88","75","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-18",,"0.00","0.0","88","72","13.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-19",,"0.00","0.0","91","71","12.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-20",,"0.00","0.0","91","75","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-21",,"0.02","0.0","90","76","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-22",,"0.27","0.0","90","72","51.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-23",,"0.75","0.0","77","60","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-24",,"0.00","0.0","83","58","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-25",,"0.50","0.0","86","64","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-26",,"0.42","0.0","65","58","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-27",,"0.00","0.0","66","55","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-28",,"0.00","0.0","74","57","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-29",,"0.00","0.0","80","59","9.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-09-30",,"0.00","0.0","83","58","13.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-01",,"0.00","0.0","85","63","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-02",,"0.00","0.0","87","64","10.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-03",,"0.00","0.0","88","67","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-04",,"0.00","0.0","87","65","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-05",,"0.08","0.0","84","69","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-06",,"0.00","0.0","85","71","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-07",,"0.00","0.0","88","72","27.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-08",,"0.25","0.0","78","47","39.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-09",,"0.00","0.0","66","45","32.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-10",,"0.00","0.0","71","42","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-11",,"1.68","0.0","64","58","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-12",,"0.01","0.0","67","60","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-13",,"0.00","0.0","77","53",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-14",,"0.00","0.0","74","53","19.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-15",,"0.00","0.0","66","53",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-16",,"0.00","0.0","60","50","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-17",,"0.04","0.0","57","49","13.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-18",,"0.00","0.0","64","48","6.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-19",,"0.00","0.0","69","49","12.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-20",,"0.00","0.0","76","46","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-21",,"0.00","0.0","76","56","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-22",,"0.00","0.0","83","68","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-23",,"0.89","0.0","74","58","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-24",,"0.00","0.0","78","53","11.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-25",,"0.00","0.0","82","57","26.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-26",,"0.00","0.0","86","67","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-27",,"0.00","0.0","68","48","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-28",,"0.00","0.0","65","42","20.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-29",,"0.00","0.0","72","39","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-30",,"0.00","0.0","75","44","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-10-31",,"0.00","0.0","77","49","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-01",,"0.00","0.0","64","43","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-02",,"0.00","0.0","61","37","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-03",,"0.00","0.0","58","39","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-04",,"0.00","0.0","58","37","28.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-05",,"0.00","0.0","67","36","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-06",,"0.00","0.0","75","40","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-07",,"0.00","0.0","79","43","18.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-08",,"0.00","0.0","79","59","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-09",,"0.00","0.0","71","45","33.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-10",,"0.00","0.0","72","36","17.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-11",,"0.00","0.0","72","43","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-12",,"0.00","0.0","62","38","13.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-13",,"0.19","0.0","51","44","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-14",,"0.01","0.0","50","40","32.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-15",,"0.00","0.0","50","31","25.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-16",,"0.00","0.0","68","29","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-17",,"0.00","0.0","70","44","24.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-18",,"0.00","0.0","74","39","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-19",,"0.00","0.0","78","46","41.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-20",,"0.00","0.0","68","37","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-21",,"0.00","0.0","77","47","36.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-22",,"0.00","0.0","63","42","40.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1970-11-23",,"0.00","0.0","46","29","39.1"
